step,loss,lang_loss,tri_loss,sup_loss,sub_loss,bit_acc_train,bit_acc_test,sub_train,sub_test,dead_bits,entropy
30001,2.5769920349121094,4.935259819030762,8.666302680969238,0.03637251630425453,0.0016326904296875,0.9944923520088196,0.922619104385376,0.9875518672199171,0.9583333333333334,53,0.29058439286773385
31001,2.5285804271698,4.830628871917725,7.481468677520752,0.030525270849466324,0.00145721435546875,0.9961686134338379,0.9196429252624512,0.991701244813278,0.9583333333333334,53,0.30483667178796103
32001,2.510955572128296,4.752779960632324,7.642220497131348,0.020877452567219734,0.00087738037109375,0.998084306716919,0.9146826267242432,0.991701244813278,0.9583333333333334,53,0.3136662670611201
33001,2.7444777488708496,5.2163286209106445,6.775972843170166,0.017178907990455627,0.000896453857421875,0.998802661895752,0.9136905670166016,0.9896265560165975,0.9583333333333334,52,0.31721713050032807
34001,2.4434654712677,4.554051399230957,7.358535289764404,0.016174931079149246,0.00112152099609375,0.9995210766792297,0.9117064476013184,0.9854771784232366,0.9583333333333334,52,0.3219678901404037
35001,2.511631965637207,4.664349555969238,7.141963958740234,0.014593101106584072,0.00142669677734375,0.9995210766792297,0.9087302088737488,0.9854771784232366,0.9583333333333334,52,0.3219678901404037
36001,2.6995913982391357,5.001720428466797,7.918691158294678,0.013204512186348438,0.000827789306640625,0.9995210766792297,0.910714328289032,0.9875518672199171,0.9583333333333334,52,0.3219678901404037
37001,2.52524471282959,4.7010817527771,6.963616371154785,0.009657416492700577,0.00104522705078125,0.9995210766792297,0.9117063283920288,0.9896265560165975,0.9583333333333334,52,0.3219678901404037
38001,2.785788059234619,5.191194534301758,7.582948684692383,0.01142782624810934,0.0003662109375,0.9995210766792297,0.9196429252624512,0.991701244813278,0.9583333333333334,52,0.3219678901404037
39001,2.5906968116760254,4.923759937286377,5.130213737487793,0.008865190669894218,0.000946044921875,0.9995210766792297,0.9166666865348816,0.991701244813278,0.9583333333333334,52,0.3219678901404037
40001,2.4314706325531006,4.508774757385254,7.055704593658447,0.011660370975732803,0.00086212158203125,0.9995210766792297,0.9186508059501648,0.991701244813278,0.9583333333333334,52,0.3219678901404037
41001,2.5260462760925293,4.7324299812316895,6.367069721221924,0.009415858425199986,0.00147247314453125,0.9995210766792297,0.917658805847168,0.991701244813278,0.9583333333333334,52,0.3219678901404037
42001,2.419792890548706,4.471817970275879,7.3331122398376465,0.01020805910229683,0.0003662109375,0.9995210766792297,0.9166666865348816,0.991701244813278,0.9583333333333334,52,0.3219678901404037
43001,2.4528064727783203,4.5989603996276855,6.1120524406433105,0.008363899774849415,0.0008544921875,0.9997605085372925,0.9156746864318848,0.991701244813278,0.9583333333333334,52,0.3237131388335077
44001,2.584092140197754,4.883219242095947,5.679215431213379,0.008441531099379063,0.000640869140625,0.9997605085372925,0.9186508059501648,0.991701244813278,0.9666666666666667,52,0.3237131388335077
45001,2.5036330223083496,4.641837120056152,7.2854838371276855,0.00964797381311655,0.000759124755859375,0.9997605085372925,0.9186508655548096,0.9937759336099585,0.9583333333333334,52,0.3237131388335077
46001,2.6897521018981934,5.017599582672119,7.215096473693848,0.009180526249110699,0.0009307861328125,0.9997605085372925,0.9186508655548096,0.9937759336099585,0.9666666666666667,52,0.3237131388335077
47001,2.496990919113159,4.673729419708252,6.382498741149902,0.009779459796845913,0.000598907470703125,0.9997605085372925,0.9156745672225952,0.9937759336099585,0.9583333333333334,52,0.3237131388335077
48001,2.435190200805664,4.571338176727295,5.956991672515869,0.008904186077415943,0.0012054443359375,0.9997605085372925,0.9196429252624512,0.9937759336099585,0.9583333333333334,52,0.3237131388335077
49001,2.1441965103149414,3.9706146717071533,6.333274841308594,0.00714867003262043,0.00159454345703125,0.9997605085372925,0.9136905670166016,0.9937759336099585,0.9583333333333334,52,0.3237131388335077
50000,2.4396679401397705,4.570326805114746,6.160122871398926,0.009060932323336601,0.0003871917724609375,0.9997605085372925,0.917658805847168,0.9937759336099585,0.9666666666666667,52,0.3237131388335077
